0,0,210,1.5,5,1000,50
1,0,210,13.29,35,9500,250
2,0,210,3.22,15,9800,200
3,0,210,13.25,20,2200,50
4,0,210,7.65,25,3600,200
5,0,210,11.23,25,5950,350
6,0,210,8.15,5,8150,50
7,0,210,7.46,30,4200,200
8,0,210,4.05,40,3500,350
9,0,210,2.45,30,3150,450
10,0,210,4.59,10,2250,150
11,0,210,12.31,5,4000,500
12,0,210,11.91,5,2350,50
13,0,210,11.29,15,7500,500
14,0,210,3.19,45,350,350
15,0,210,13.79,25,3600,450
16,0,210,4.52,35,4900,50
17,0,210,12.1,10,2400,150
18,0,210,14.74,15,5400,450
19,0,210,2.27,25,8700,100
20,0,210,13.39,45,7800,150
21,0,210,10.0,5,7800,200
22,0,210,7.03,10,4450,50
23,0,210,4.89,20,500,500
24,0,210,3.62,30,4000,400
25,0,210,13.02,45,2100,100
26,0,210,11.03,35,9800,350
27,0,210,12.52,50,8750,350
28,0,210,10.15,45,4050,450
29,0,210,10.02,20,4900,50
30,0,210,5.31,15,3850,350
31,0,210,10.49,10,5500,250
32,0,210,14.96,20,750,250
33,0,210,2.0,5,3500,100
34,0,210,3.77,15,2000,100
35,0,210,11.98,35,5900,100
36,0,210,4.08,35,2800,350
37,0,210,12.23,50,7500,250
38,0,210,2.55,15,7800,150
39,0,210,6.18,10,7500,250
40,0,210,8.6,15,9600,200
41,0,210,14.65,50,8750,250
42,0,210,8.87,40,1000,250
43,0,210,3.61,40,2700,450
44,0,210,14.96,35,3850,50
45,0,210,3.24,25,9550,50
46,0,210,9.96,10,5750,250
47,0,210,9.7,50,3000,500
48,0,210,7.77,45,9500,500
49,0,210,6.54,40,6500,500
50,0,210,10.44,25,6300,450
51,0,210,14.48,30,2500,500
52,0,210,3.37,20,2400,150
53,0,210,13.7,50,9200,400
54,0,210,9.78,20,500,250
55,0,210,5.13,20,9100,350
56,0,210,13.48,35,2100,350
57,0,210,7.69,30,10000,250
58,0,210,7.74,30,2250,450
59,0,210,8.09,5,5600,350
60,0,210,13.0,15,1750,350
61,0,210,4.51,5,7000,500
62,0,210,3.88,25,8500,500
63,0,210,5.48,10,500,500
64,0,210,13.49,15,8700,150
65,0,210,10.53,35,1400,350
66,0,210,11.49,15,8000,400
67,0,210,2.65,5,5400,450
68,0,210,5.78,35,8500,50
69,0,210,12.91,15,9000,50
70,0,210,11.74,10,7000,350
71,0,210,10.56,25,6000,150
72,0,210,8.18,40,3600,300
73,0,210,9.62,35,800,200
74,0,210,3.07,45,9600,300
75,0,210,3.68,50,7200,200
76,0,210,10.95,5,9300,300
77,0,210,4.97,50,3600,300
78,0,210,4.39,40,1050,150
79,0,210,8.83,25,1000,200
80,0,210,12.75,5,3150,350
81,0,210,4.35,25,7000,200
82,0,210,5.08,5,3500,250
83,0,210,7.5,15,1200,400
84,0,210,7.45,10,900,450
85,0,210,14.89,40,6400,400
86,0,210,3.65,30,4900,350
87,0,210,9.57,5,8400,300
88,0,210,8.84,35,6600,150
89,0,210,4.9,30,3150,350
90,0,210,6.82,25,1750,350
91,0,210,8.1,15,5500,500
92,0,210,12.23,25,1350,450
93,0,210,4.21,5,900,50
94,0,210,9.23,35,2000,500
95,0,210,10.93,50,6600,100
96,0,210,7.51,35,1000,500
97,0,210,14.73,50,9100,350
98,0,210,14.57,45,3600,200
99,0,210,7.41,25,4000,400
100,0,210,9.93,50,6750,450
101,0,210,7.95,40,2700,450
102,0,210,10.29,30,4500,100
103,0,210,11.88,45,5400,200
104,0,210,7.58,50,4400,200
105,0,210,2.75,25,6300,150
106,0,210,10.81,20,5600,200
107,0,210,1.87,5,6300,300
108,0,210,7.39,35,5550,50
109,0,210,14.01,45,1600,200
110,0,210,13.79,20,6750,250
111,0,210,13.98,15,8400,50
112,0,210,11.38,40,7500,500
113,0,210,14.06,20,2100,100
114,0,210,11.31,5,6000,300
115,0,210,12.96,30,8500,500
116,0,210,10.55,50,1800,100
117,0,210,8.04,25,2500,250
118,0,210,8.76,20,10000,100
119,0,210,13.09,5,5250,350
120,0,210,3.33,30,900,300
121,0,210,13.93,30,9300,300
122,0,210,4.04,40,800,400
123,0,210,13.09,15,7500,500
124,0,210,4.8,10,4000,250
125,0,210,8.14,15,2050,50
126,0,210,14.95,15,400,200
127,0,210,7.93,20,7350,350
128,0,210,12.94,30,2700,300
129,0,210,5.2,5,7800,200
130,0,210,12.99,50,4000,500
131,0,210,3.26,20,8200,200
132,0,210,6.11,35,1500,500
133,0,210,8.48,20,4000,500
134,0,210,13.29,10,9200,400
135,0,210,12.0,25,6250,250
136,0,210,5.64,30,1200,100
137,0,210,14.08,5,8000,100
138,0,210,3.42,25,7200,300
139,0,210,13.26,20,4050,450
140,0,210,7.57,50,1500,250
141,0,210,7.21,20,2400,100
142,0,210,14.85,35,6250,250
143,0,210,14.87,40,3850,350
144,0,210,6.52,15,4800,150
145,0,210,11.75,45,7100,100
146,0,210,6.36,35,6500,100
147,0,210,10.64,25,7000,250
148,0,210,10.28,25,9000,450
149,0,210,10.82,10,9450,50
150,0,210,11.53,25,3800,200
151,0,210,14.39,45,6300,350
152,0,210,11.44,30,2600,200
153,0,210,14.96,20,8100,450
154,0,210,3.63,10,6750,50
155,0,210,2.08,15,3200,200
156,0,210,3.72,30,8100,300
157,0,210,14.89,5,6300,50
158,0,210,11.22,20,6750,250
159,0,210,11.74,25,8650,50
160,0,210,9.48,10,7750,50
161,0,210,14.36,30,200,200
162,0,210,5.09,40,1500,500
163,0,210,3.09,35,9050,50
164,0,210,3.33,15,7550,50
165,0,210,1.6,40,4800,400
166,0,210,8.84,50,500,500
167,0,210,9.84,40,4000,250
168,0,210,8.85,35,3850,350
169,0,210,14.31,40,4000,500
170,0,210,7.89,25,3500,350
171,0,210,11.2,40,1500,500
172,0,210,10.59,5,7650,50
173,0,210,8.27,20,2100,300
174,0,210,14.65,45,4400,400
175,0,210,1.68,5,3600,400
176,0,210,12.04,45,2800,200
177,0,210,8.52,50,6100,50
178,0,210,13.03,40,1600,200
179,0,210,9.42,15,9000,250
180,0,210,3.43,15,9750,150
181,0,210,10.14,10,9450,350
182,0,210,5.11,35,8800,100
183,0,210,2.49,20,8800,400
184,0,210,8.0,15,5950,350
185,0,210,13.09,50,9450,350
186,0,210,4.77,35,4000,500
187,0,210,13.59,20,6300,450
188,0,210,11.04,50,9100,100
189,0,210,9.13,50,2050,50
190,0,210,11.9,10,950,50
191,0,210,4.29,30,9750,250
192,0,210,8.05,5,8100,300
193,0,210,8.38,30,3600,200
194,0,210,14.51,15,8750,250
195,0,210,1.66,45,1800,200
196,0,210,3.0,5,8400,300
197,0,210,4.37,5,9700,100
198,0,210,12.03,35,5800,50
199,0,210,14.86,50,300,150
200,0,210,4.29,20,2700,450
201,0,210,5.81,30,8500,50
202,0,210,12.46,10,5900,100
203,0,210,8.28,10,6000,250
204,0,210,11.34,45,6300,450
205,0,210,6.73,15,4000,400
206,0,210,10.18,25,9100,350
207,0,210,5.49,5,1000,200
208,0,210,12.29,45,450,450
209,0,210,10.0,45,1300,100
210,0,210,5.18,15,1400,350
211,0,210,6.81,50,4550,350
212,0,210,12.94,20,6500,250
213,0,210,2.61,45,4450,50
214,0,210,2.93,40,2450,350
215,0,210,10.68,25,400,400
216,0,210,9.21,15,400,400
217,0,210,11.31,35,4950,450
218,0,210,1.59,15,1800,150
219,0,210,10.67,5,750,250
220,0,210,4.37,15,8950,50
221,0,210,2.14,10,10000,400
222,0,210,13.96,5,1200,300
223,0,210,1.72,40,1700,50
224,0,210,10.28,20,3300,100
225,0,210,8.7,20,8400,400
226,0,210,9.24,45,6200,100
227,0,210,2.61,5,5000,250
228,0,210,12.47,30,7000,350
229,0,210,9.84,45,9300,300
230,0,210,11.01,40,5200,100
231,0,210,6.61,50,1600,400
232,0,210,13.64,5,8400,100
233,0,210,9.07,15,2000,200
234,0,210,7.03,10,6000,200
235,0,210,2.33,45,1800,150
236,0,210,13.99,5,2000,500
237,0,210,11.99,45,8050,350
238,0,210,1.78,30,1200,400
239,0,210,3.84,50,8500,500
240,0,210,2.58,15,450,450
241,0,210,2.84,30,3600,450
242,0,210,2.28,10,9000,250
243,0,210,2.42,35,3300,150
244,0,210,6.92,25,4600,200
245,0,210,8.05,20,5100,300
246,0,210,11.69,50,7050,150
247,0,210,8.61,10,8550,50
248,0,210,5.13,10,300,150
249,0,210,10.51,50,5600,400
250,0,210,10.17,15,7000,500
251,0,210,2.31,10,2700,150
252,0,210,4.33,20,6500,100
253,0,210,4.8,35,2450,350
254,0,210,11.01,15,2800,400
255,0,210,13.84,15,9300,300
256,0,210,8.56,30,1500,150
257,0,210,11.08,5,7350,50
258,0,210,9.57,10,3500,350
259,0,210,4.94,30,1800,300
260,0,210,4.51,10,5200,400
261,0,210,13.99,30,8500,500
262,0,210,7.39,5,6900,150
263,0,210,2.18,10,9000,450
264,0,210,12.21,50,2700,150
265,0,210,8.77,15,250,250
266,0,210,10.23,45,6750,250
267,0,210,3.43,20,9100,350
268,0,210,5.04,15,300,150
269,0,210,12.77,15,2500,500
270,0,210,6.7,10,2400,300
271,0,210,1.7,20,5500,500
272,0,210,2.73,20,8000,500
273,0,210,8.73,10,1400,100
274,0,210,1.85,25,2700,150
275,0,210,11.53,25,4400,400
276,0,210,6.67,20,5200,200
277,0,210,2.01,20,2300,50
278,0,210,4.34,20,300,300
279,0,210,10.2,40,1800,200
280,0,210,13.68,5,6750,150
281,0,210,9.51,20,4200,350
282,0,210,14.54,25,1800,450
283,0,210,3.05,40,9800,350
284,0,210,7.13,25,7500,250
285,0,210,14.06,20,4500,450
286,0,210,6.82,50,7850,50
287,0,210,3.65,30,10000,400
288,0,210,13.0,25,8600,100
289,0,210,12.51,40,8400,150
290,0,210,7.13,30,9000,500
291,0,210,3.03,25,8800,400
292,0,210,11.8,25,4050,450
293,0,210,2.3,45,6400,400
294,0,210,2.83,15,9450,450
295,0,210,2.21,50,9600,300
296,0,210,9.9,5,7700,50
297,0,210,7.72,35,5600,400
298,0,210,1.87,20,2800,350
299,0,210,6.91,30,5600,400
300,0,210,7.24,35,9000,450
301,0,210,4.12,45,1300,100
302,0,210,5.09,5,8800,200
303,0,210,4.48,5,9000,250
304,0,210,3.02,45,2400,300
305,0,210,3.38,25,2850,150
306,0,210,6.49,50,3500,500
307,0,210,11.01,30,5200,100
308,0,210,5.62,5,2800,400
309,0,210,10.25,15,6650,350
310,0,210,14.59,5,4250,250
311,0,210,6.21,30,7700,50
312,0,210,13.11,5,5850,450
313,0,210,5.01,45,4800,400
314,0,210,7.19,20,4900,350
315,0,210,5.89,5,1000,500
316,0,210,11.48,15,4200,350
317,0,210,12.97,50,2800,200
318,0,210,1.77,40,7000,100
319,0,210,8.83,40,3000,500
320,0,210,10.94,20,8400,200
321,0,210,11.29,20,1600,400
322,0,210,5.38,45,8100,300
323,0,210,13.62,15,7300,100
324,0,210,5.43,45,4900,350
325,0,210,3.7,20,6650,350
326,0,210,12.5,15,1400,200
327,0,210,4.43,45,5500,500
328,0,210,10.71,50,5800,50
329,0,210,13.39,10,5200,400
330,0,210,3.97,20,9000,450
331,0,210,6.85,20,3500,100
332,0,210,12.17,25,8200,200
333,0,210,14.47,20,6300,150
334,0,210,7.47,50,7600,400
335,0,210,4.51,30,4200,350
336,0,210,4.73,45,5500,250
337,0,210,11.04,25,3500,500
338,0,210,10.39,35,5400,200
339,0,210,6.85,5,2400,400
340,0,210,9.92,30,6750,250
341,0,210,14.25,30,7800,150
342,0,210,1.94,20,5950,50
343,0,210,4.68,50,5250,150
344,0,210,9.56,20,9000,500
345,0,210,5.11,20,1600,400
346,0,210,2.53,15,1350,450
347,0,210,9.36,30,5900,50
348,0,210,5.18,25,5750,250
349,0,210,11.17,40,6650,350
350,0,210,6.41,35,7350,350
351,0,210,6.75,10,600,300
352,0,210,7.46,5,3300,100
353,0,210,7.0,5,450,150
354,0,210,6.09,15,7350,50
355,0,210,8.34,50,2000,400
356,0,210,2.94,10,7750,250
357,0,210,9.58,45,8550,150
358,0,210,11.07,5,1000,50
359,0,210,3.61,20,4100,50
360,0,210,12.77,40,450,450
361,0,210,10.91,25,2700,150
362,0,210,13.26,20,3000,500
363,0,210,9.57,10,3750,150
364,0,210,7.19,25,9000,500
365,0,210,11.06,35,6600,200
366,0,210,14.25,25,8400,200
367,0,210,8.06,25,4000,500
368,0,210,6.61,5,1950,50
369,0,210,9.98,45,7400,50
370,0,210,12.8,15,7750,250
371,0,210,7.17,5,1750,250
372,0,210,11.34,40,500,500
373,0,210,5.21,50,6300,450
374,0,210,13.62,45,8100,450
375,0,210,4.0,30,3000,150
376,0,210,10.0,20,2800,200
377,0,210,2.34,10,9900,100
378,0,210,9.97,15,1400,50
379,0,210,3.96,10,7500,300
380,0,210,5.53,20,8400,350
381,0,210,4.39,25,7000,250
382,0,210,14.38,10,4400,200
383,0,210,8.96,40,9000,250
384,0,210,11.85,35,3150,150
385,0,210,13.98,35,2450,350
386,0,210,9.38,30,800,200
387,0,210,8.18,5,1750,250
388,0,210,14.26,35,1500,300
389,0,210,14.32,10,5200,200
390,0,210,13.72,45,7200,450
391,0,210,5.08,25,8100,100
392,0,210,8.29,25,4750,250
393,0,210,3.55,30,8500,500
394,0,210,14.66,35,1500,500
395,0,210,6.65,20,2500,500
396,0,210,2.45,20,4500,150
397,0,210,7.98,20,7650,450
398,0,210,2.23,50,3900,300
399,0,210,8.35,50,7800,200
400,0,210,4.88,10,9600,150
401,0,210,13.5,30,7200,50
402,0,210,4.54,35,2400,300
403,0,210,8.72,40,7750,250
404,0,210,14.37,35,1350,450
405,0,210,11.03,15,300,300
406,0,210,9.15,50,7000,350
407,0,210,6.33,5,10000,200
408,0,210,8.78,40,1000,250
409,0,210,14.1,35,6300,450
410,0,210,6.83,50,3000,250
411,0,210,12.7,50,9000,300
412,0,210,5.41,20,5600,400
413,0,210,14.97,45,7000,250
414,0,210,2.52,40,9800,350
415,0,210,7.21,30,6000,300
416,0,210,10.67,35,6200,200
417,0,210,7.35,15,7800,300
418,0,210,13.66,40,1000,500
419,0,210,2.51,35,9550,50
420,0,210,14.74,25,5000,250
421,0,210,1.73,10,4000,100
422,0,210,8.66,35,7400,200
423,0,210,11.24,50,5200,200
424,0,210,10.61,25,3450,150
425,0,210,12.75,30,6800,400
426,0,210,8.28,15,3750,150
427,0,210,1.9,50,2700,150
428,0,210,3.89,30,9900,100
429,0,210,12.16,50,2850,150
430,0,210,5.6,40,9200,50
431,0,210,12.51,20,5200,400
432,0,210,6.78,40,9600,400
433,0,210,2.44,20,4000,250
434,0,210,8.53,35,5400,450
435,0,210,10.37,20,3800,200
436,0,210,9.12,20,1800,450
437,0,210,1.84,10,9100,100
438,0,210,8.79,20,5550,150
439,0,210,4.16,25,5500,500
440,0,210,14.6,20,1400,350
441,0,210,1.73,25,7000,250
442,0,210,5.89,45,9000,300
443,0,210,10.08,10,5100,150
444,0,210,13.71,10,6000,300
445,0,210,10.8,5,2500,500
446,0,210,11.75,35,4200,300
447,0,210,13.91,10,2400,300
448,0,210,8.17,5,8800,100
449,0,210,4.04,15,250,250
450,0,210,2.2,40,8700,100
451,0,210,3.07,15,2250,150
452,0,210,12.68,45,6500,500
453,0,210,12.63,30,7800,300
454,0,210,11.11,5,300,100
455,0,210,8.04,50,8500,500
456,0,210,13.66,10,1350,450
457,0,210,10.59,45,9450,450
458,0,210,9.44,45,700,350
459,0,210,11.39,50,3700,100
460,0,210,13.27,20,2000,50
461,0,210,9.88,30,2450,350
462,0,210,7.95,50,1400,200
463,0,210,14.63,45,1600,400
464,0,210,3.49,25,5600,350
465,0,210,6.14,40,6300,350
466,0,210,12.25,5,6300,450
467,0,210,13.1,50,3000,250
468,0,210,11.9,50,8500,500
469,0,210,11.49,25,1800,300
470,0,210,12.58,40,450,450
471,0,210,7.28,35,8500,100
472,0,210,10.0,45,7650,150
473,0,210,5.45,20,500,500
